"","Date","Year","Month","Day","Total_Rain","Total_Snow","Total_Precip","outbreak","Salinity","Temperature","PAR","WSPD","GSPD","V_east","V_north","WDIR"
"3438",2012-05-30,"2012","5",30,10.96,0,10.96,0,24.7,13.03,22.7592851503981,5.26,6.39,3.21,-2.94,132.49
"3439",2012-05-31,"2012","5",31,6.69,0,6.69,0,20.95,13.35,40.9197000818928,3.92,4.72,2.81,-1.96,124.9
"3440",2012-06-01,"2012","6",1,0.65,0,0.65,0,26.63,11.97,36.6658577417072,6.77,8.14,5.08,-3.88,127.37
"3441",2012-06-02,"2012","6",2,2.59,0.04,2.62,0,26.13,12.6,47.1616312978162,3.7,4.62,-1.65,1.1,-56.31
"3442",2012-06-03,"2012","6",3,0.52,0,0.52,0,24.17,12.8,33.388554489581,3.96,4.85,0.44,-0.06,97.77
"3443",2012-06-04,"2012","6",4,0.25,0,0.25,0,20.9,12.53,21.6131512374077,3.99,4.96,-2.05,2.21,-42.85
"3444",2012-06-05,"2012","6",5,0.07,0,0.07,0,18.87,12.87,25.5226195898462,4.1,4.98,-2.31,2.04,-48.55
"3445",2012-06-06,"2012","6",6,4,0,4,0,20.67,12.27,57.4707537116585,4.43,5.4,-0.48,-0.42,-131.19
"3446",2012-06-07,"2012","6",7,8.49,0,8.49,0,26.27,11.07,34.4191327170124,8.57,10.25,6.47,-4.64,125.65
"3447",2012-06-08,"2012","6",8,0.1,0,0.1,0,26.77,11.9,58.418534213273,5.35,6.58,2.52,-3.86,146.86
"3448",2012-06-09,"2012","6",9,0,0,0,0,27.2,12.2,59.862990334396,4.92,6.18,-2.27,2.88,-38.24
"3449",2012-06-10,"2012","6",10,0.32,0,0.32,0,25,13.53,37.3824034162707,5.21,6.36,2.61,-1.15,113.78
"3450",2012-06-11,"2012","6",11,1.25,0,1.25,0,24.97,13.67,50.0969034814086,2.88,3.42,1.73,-1.83,136.61
"3451",2012-06-12,"2012","6",12,5.18,0,5.18,0,24.73,13.93,18.1857233122974,2.44,2.97,0.81,0.01,89.29
"3452",2012-06-13,"2012","6",13,0.25,0,0.25,0,23.33,13.5,55.3434317889966,5.66,6.76,-2.86,1.72,-58.98
"3453",2012-06-14,"2012","6",14,1.12,0,1.12,0,23.03,13.9,49.7112720283166,5.43,6.51,1.98,-1.76,131.63
"3454",2012-06-15,"2012","6",15,1.94,0,1.94,0,24.67,13.27,32.5153323324103,4.02,4.8,2.43,-2.67,137.69
"3455",2012-06-16,"2012","6",16,0.84,0,0.84,0,25.67,12.77,20.839539502993,8.71,10.38,6.8,-4.48,123.38
"3456",2012-06-17,"2012","6",17,3.19,0,3.19,0,26.9,13.03,35.5528927426589,3.11,3.88,2.44,-1.06,113.48
"3457",2012-06-18,"2012","6",18,0.64,0,0.64,0,24.2,13.83,54.6853604799741,5.07,6.24,-2.88,1.77,-58.43
"3458",2012-06-19,"2012","6",19,0,0,0,0,18.97,14.93,55.3181041106777,3.85,4.67,0.92,-0.34,110.28
"3459",2012-06-20,"2012","6",20,0,0,0,0,21.03,15.8,56.404695490996,2.38,2.9,1.55,-1.06,124.37
"3460",2012-06-21,"2012","6",21,0.06,0,0.06,0,20.6,14.83,50.6658590722272,1.81,2.28,-0.63,0.94,-33.83
"3461",2012-06-22,"2012","6",22,18.68,0,18.68,0,21.03,15.6,18.6148449427645,4.6,5.56,1.81,-2.04,138.42
"3462",2012-06-23,"2012","6",23,3.72,0,3.72,0,22.93,13.77,50.0787365726693,3.88,4.66,1.92,-2.79,145.47
"3463",2012-06-24,"2012","6",24,0.28,0,0.28,0,25.17,14.2,60.7786138120782,4.8,5.84,2.14,-3.37,147.58
"3464",2012-06-25,"2012","6",25,0.74,0,0.74,0,23.4,15.23,58.455872408715,4.14,4.97,-1.87,1.22,-56.88
"3465",2012-06-26,"2012","6",26,0.04,0,0.04,0,21.2,15.33,52.5181793703495,3.58,4.48,0.97,-0.56,120
"3466",2012-06-27,"2012","6",27,0,0,0,0,19.23,15.43,54.4718023170351,6.03,7.16,3.84,-3.7,133.94
"3467",2012-06-28,"2012","6",28,5.76,0,5.76,0,21.93,15,13.7834628271678,2.49,3.09,1.12,-1.04,132.88
"3468",2012-06-29,"2012","6",29,3.72,0,3.72,0,23.37,14.57,35.5615245050081,6.56,7.84,5.11,-2.97,120.17
"3469",2012-06-30,"2012","6",30,2.49,0,2.49,0,24.8,14.53,25.2147911436046,3.62,4.29,1.95,-1.38,125.29
"3470",2012-07-01,"2012","7",1,1.61,0,1.61,0,21.5,15.1,44.3557161316079,3.87,4.71,0.33,0.36,42.51
"3471",2012-07-02,"2012","7",2,13.05,0,13.05,0,20.6,15,30.4723815442383,6.55,7.84,4.46,-4.44,134.87
"3472",2012-07-03,"2012","7",3,3.46,0,3.46,0,22.85,14.35,44.9079536517877,3.81,4.66,1.54,-2.55,148.87
"3473",2012-07-04,"2012","7",4,0.03,0,0.03,0,20.4,16.1,57.894719414962,2.36,3.16,0.03,0.25,6.84
"3474",2012-07-05,"2012","7",5,0,0,0,0,19.83,16.63,61.6124266161527,2.3,2.93,-1.23,1.12,-47.68
"3475",2012-07-06,"2012","7",6,0,0,0,0,18.17,16.33,61.4680766060714,2.29,2.75,0.48,-0.14,106.26
"3476",2012-07-07,"2012","7",7,0,0,0,0,19.07,16.67,59.3850393874035,3.3,3.98,-1.19,0.72,-58.82
"3477",2012-07-08,"2012","7",8,0,0,0,0,17.7,17.15,60.1644808584483,3.67,4.34,-2.92,1.63,-60.83
"3478",2012-07-09,"2012","7",9,0,0,0,0,18.05,18.35,61.4925636311424,3.72,4.47,-1.18,0.78,-56.53
"3479",2012-07-10,"2012","7",10,0,0,0,0,19.15,17.9,61.22486623794,3.29,4.02,1.24,-1.84,146.02
"3480",2012-07-11,"2012","7",11,0,0,0,0,20.95,18.55,61.0108841723344,3.09,3.7,-0.2,0.32,-32.01
"3481",2012-07-12,"2012","7",12,0.07,0,0.07,0,20.75,19.85,60.7320985138101,4.34,5.19,-2.23,2.31,-43.99
"3482",2012-07-13,"2012","7",13,0,0,0,0,17.77,20.23,60.630541113105,5.97,7.12,-3.99,3.25,-50.84
"3483",2012-07-14,"2012","7",14,0,0,0,0,18.47,20.43,60.4061380821889,4.83,5.86,-1.09,2.68,-22.13
"3484",2012-07-15,"2012","7",15,0.42,0,0.42,0,19.13,20.63,45.2229927152629,7.02,8.6,-2.41,3.25,-36.56
"3485",2012-07-16,"2012","7",16,0.03,0,0.03,0,19.2,20.23,56.2140207265619,2.3,2.9,0.64,-1.26,153.07
"3486",2012-07-17,"2012","7",17,0,0,0,0,20.2,19.77,59.7710498417273,3.05,3.73,-0.68,0.74,-42.58
"3487",2012-07-18,"2012","7",18,0,0,0,0,20.1,19.73,52.0860859127495,4.97,6.08,-0.23,1.18,-11.03
"3488",2012-07-19,"2012","7",19,1.56,0,1.56,0,19.43,19.57,59.363000247353,2.77,3.37,0.52,-0.33,122.4
"3489",2012-07-20,"2012","7",20,1.1,0,1.1,0,21.43,17.63,16.6769128684644,5,6.07,2.9,-2.16,126.68
"3490",2012-07-21,"2012","7",21,0,0,0,0,22.67,16.07,37.6325523652528,7.43,8.85,4.86,-4.78,134.52
"3491",2012-07-22,"2012","7",22,3.94,0,3.94,0,24.73,14.2,36.4488439448178,4.44,5.4,1.35,-2.63,152.83
"3492",2012-07-23,"2012","7",23,0.05,0,0.05,0,23.37,15.2,23.0615392860613,4.38,5.58,-1.76,1.25,-54.62
"3493",2012-07-24,"2012","7",24,0,0,0,0,20.35,16.3,50.0468102150563,3.24,3.91,-0.53,-0.12,-102.76
"3494",2012-07-25,"2012","7",25,0,0,0,0,17.13,17.73,57.8512433470078,4.89,5.78,-3.71,2.6,-54.98
"3495",2012-07-26,"2012","7",26,0,0,0,0,18.1,18.9,57.3222752323857,2.79,3.33,-0.41,0.67,-31.46
"3496",2012-07-27,"2012","7",27,0.09,0,0.09,0,18.07,18.43,47.5280358785126,4.94,5.92,2.34,-2.1,131.91
"3497",2012-07-28,"2012","7",28,0,0,0,0,21.83,17.6,52.3197335668478,5.39,6.44,3.32,-4.06,140.73
"3498",2012-07-29,"2012","7",29,0,0,0,0,23.8,16.37,54.2968046078507,3.56,4.22,2.28,-2.3,135.25
"3499",2012-07-30,"2012","7",30,0,0,0,0,24.67,15.6,50.6853235692651,4.46,5.26,2.7,-2.84,136.45
"3500",2012-07-31,"2012","7",31,0,0,0,0,22.6,17.47,55.7173868448946,3.41,4.24,1.26,-0.72,119.74
"3501",2012-08-01,"2012","8",1,0,0,0,0,23.77,17.2,40.3164896977675,3.12,3.71,0.8,-0.46,119.9
"3502",2012-08-02,"2012","8",2,0,0,0,0,22.1,17.65,55.5946458846487,4.92,5.9,-3.3,2.48,-53.07
"3503",2012-08-03,"2012","8",3,0,0,0,0,18.67,18.47,55.1830663283666,4.89,5.83,-2.58,2.43,-46.71
"3504",2012-08-04,"2012","8",4,0,0,0,0,18.3,19.03,54.7976823140943,5.38,6.36,-4.39,2.16,-63.8
"3505",2012-08-05,"2012","8",5,0,0,0,0,19.63,19.63,54.4784157119711,4.67,5.54,-3.65,2.22,-58.69
"3506",2012-08-06,"2012","8",6,0,0,0,0,20.93,19.37,32.0553583972669,4.02,4.88,0.03,-0.48,176.42
"3507",2012-08-07,"2012","8",7,1.47,0,1.47,0,21.43,18.67,49.9766565093195,2.58,3.17,1.25,-1.2,133.83
"3508",2012-08-08,"2012","8",8,0,0,0,0,23.33,17.3,43.1305618487436,8.01,9.54,6.08,-4.84,128.52
"3509",2012-08-09,"2012","8",9,0,0,0,0,25.07,15.63,52.3575855255127,3.16,3.9,-0.84,0.08,-84.56
"3510",2012-08-10,"2012","8",10,0,0,0,0,22.83,17.3,52.3436269960905,6.38,7.54,-4.84,3.36,-55.23
"3511",2012-08-11,"2012","8",11,0,0,0,0,19.87,19.27,52.4479306070428,5.11,6.08,-3.77,2.83,-53.11
"3512",2012-08-12,"2012","8",12,0,0,0,0,20.7,19.5,52.1152879301624,6.46,7.57,-4.97,3.24,-56.9
"3513",2012-08-13,"2012","8",13,0,0,0,0,21.83,19.5,37.2837537288666,5.4,6.42,-3.94,2.98,-52.9
"3514",2012-08-14,"2012","8",14,0,0,0,0,21.97,19.7,51.249694206696,3.1,3.78,-1.23,1.54,-38.61
"3515",2012-08-15,"2012","8",15,0,0,0,0,23,20.03,51.0303892864607,4.7,5.54,-3.2,1.84,-60.1
"3516",2012-08-16,"2012","8",16,0,0,0,0,22.7,19.17,50.6880439097487,4.36,5.11,-3.44,1.86,-61.6
"3517",2012-08-17,"2012","8",17,0,0,0,0,23,18.87,50.2997599624273,1.67,2.08,-0.92,0.66,-54.34
"3518",2012-08-18,"2012","8",18,0.08,0,0.08,0,23.13,18.6,23.7793170885036,2.55,3.12,0.87,-0.68,128.01
"3519",2012-08-19,"2012","8",19,0,0,0,0,23.6,18.6,31.5256034039331,4.94,6.12,2.76,-1.91,124.68
"3520",2012-08-20,"2012","8",20,0,0,0,0,25.3,15.73,39.7795974560337,2.42,2.94,0.11,-0.33,161.57
"3521",2012-08-21,"2012","8",21,0.17,0,0.17,0,25.83,15.9,28.8612853652553,2.54,3.12,-0.51,0.45,-48.58
"3522",2012-08-22,"2012","8",22,0,0,0,0,25.57,15.9,31.9727949465393,3.33,4.06,0.37,-0.01,91.55
"3523",2012-08-23,"2012","8",23,0.03,0,0.03,0,25.4,15.93,40.1753353017171,4.64,5.72,-3.05,2.19,-54.32
"3524",2012-08-24,"2012","8",24,0,0,0,0,24.97,17.5,44.0877313236448,5.34,6.49,-3.68,2.29,-58.11
"3525",2012-08-25,"2012","8",25,0,0,0,0,23.2,17.67,46.913842539149,2.89,3.48,-1.05,1.32,-38.5
"3526",2012-08-26,"2012","8",26,2.22,0,2.22,0,23.2,16.8,23.0534690677653,3.04,3.63,0.6,-0.7,139.4
"3527",2012-08-27,"2012","8",27,0.12,0,0.12,0,24.17,16.73,34.0808838414014,6.17,7.53,4.49,-3.86,130.69
"3528",2012-08-28,"2012","8",28,1.3,0,1.3,0,25.03,16.23,30.217288251334,3.11,3.79,1.43,-1.27,131.61
"3529",2012-08-29,"2012","8",29,0.44,0,0.44,0,24.73,15.7,22.844508198834,4.48,5.42,3.14,-2.61,129.73
"3530",2012-08-30,"2012","8",30,0.12,0,0.12,0,26,15.57,41.8881460045399,4.03,4.94,0.72,-0.38,117.82
"3531",2012-08-31,"2012","8",31,0,0,0,0,24.33,16.57,44.025824624819,5.72,6.74,-4.54,2.97,-56.81
"3532",2012-09-01,"2012","9",1,0,0,0,0,24.5,16.03,43.8734987323651,4.24,5.18,-0.95,1.2,-38.37
"3533",2012-09-02,"2012","9",2,0,0,0,0,24.97,16.67,40.8856926769569,3,3.68,1.39,-0.8,119.92
"3534",2012-09-03,"2012","9",3,0,0,0,0,25.27,16.23,42.9779926400436,4.94,5.97,-2.98,2.9,-45.78
"3535",2012-09-04,"2012","9",4,0,0,0,0,25.17,16.33,42.6905443780709,6.96,8.3,-4.92,4.11,-50.13
"3536",2012-09-05,"2012","9",5,0,0,0,0,24.73,16.57,37.9745006260119,6.64,7.88,-4.48,3.92,-48.81
"3537",2012-09-06,"2012","9",6,0,0,0,0,24.47,16.73,41.8816637980409,5.86,6.85,-4.13,2.91,-54.83
"3538",2012-09-07,"2012","9",7,0,0,0,0,25.7,16.8,41.4433992887798,3.39,3.92,-2.45,1.76,-54.31
"3539",2012-09-08,"2012","9",8,0,0,0,0,25.1,17.73,38.1993280646056,1.6,1.98,-1.19,0.52,-66.4
"3540",2012-09-09,"2012","9",9,2.09,0,2.09,0,25.43,16.67,8.18287901705817,7.38,8.86,5.87,-3.91,123.67
"3541",2012-09-10,"2012","9",10,1.81,0,1.81,0,25.93,14.5,35.3372453388415,5.36,6.7,-1.55,0.66,-66.94
"3542",2012-09-11,"2012","9",11,0.07,0,0.07,0,26.13,14.03,36.1289503736646,4.94,6.2,-3.79,2.37,-57.98
"3543",2012-09-12,"2012","9",12,0,0,0,0,26.47,14.53,39.0728130239121,4.5,5.38,-3.4,2.56,-53.02
"3544",2012-09-13,"2012","9",13,0,0,0,0,25.83,14.93,38.6361041543371,3.26,3.82,-2.54,1.71,-56.05
"3545",2012-09-14,"2012","9",14,0,0,0,0,26.5,15.23,37.3035306603424,4.07,4.88,-3.34,1.72,-62.75
"3546",2012-09-15,"2012","9",15,0,0,0,0,26.37,15.17,37.6732068099375,5.86,6.92,-4.03,3.44,-49.52
"3547",2012-09-16,"2012","9",16,0,0,0,0,26.43,14.97,37.2603298662828,5.44,6.44,-4.31,2.62,-58.71
"3548",2012-09-17,"2012","9",17,0,0,0,0,26.6,14.97,36.8594245213441,3.96,4.64,-3.14,1.87,-59.22
"3549",2012-09-18,"2012","9",18,0,0,0,0,26.43,14.77,36.4179225810914,3.6,4.34,-2.84,1.91,-56.08
"3550",2012-09-19,"2012","9",19,0,0,0,0,26.43,14.57,35.9158564517373,1.79,2.18,-0.79,0.88,-41.92
"3551",2012-09-20,"2012","9",20,0,0,0,0,27.07,14.7,35.4729898352372,1.32,1.69,-0.88,0.32,-70.02
"3552",2012-09-21,"2012","9",21,0.2,0,0.2,0,27.1,14.5,22.3486839645787,4.83,5.8,3.16,-3.15,134.91
"3553",2012-09-22,"2012","9",22,0,0,0,0,27.33,14.03,24.278454182342,2.01,2.57,1.16,-1.04,131.88
"3554",2012-09-23,"2012","9",23,0,0,0,0,27.03,13.73,31.5554187543159,2.42,2.94,-1.77,0.79,-65.95
"3555",2012-09-24,"2012","9",24,0,0,0,0,27.03,14.33,27.3325307711609,1.92,2.42,-0.36,0.03,-85.24
"3556",2012-09-25,"2012","9",25,0,0,0,0,27.13,14.57,32.5480695594668,5.2,6.18,-4.11,2.49,-58.79
"3557",2012-09-26,"2012","9",26,0,0,0,0,27.17,14.33,30.2638466645286,2.46,2.99,-1.54,1.12,-53.97
"3558",2012-09-27,"2012","9",27,0,0,0,0,26.93,14.93,31.1104070839129,1.01,1.38,-0.32,0.22,-55.49
"3559",2012-09-28,"2012","9",28,0.83,0,0.83,0,27.37,14.27,10.5311159330403,2.5,3.14,0.78,-0.2,104.38
"3560",2012-09-29,"2012","9",29,0,0,0,0,27.47,13.57,21.1254388303581,5.47,6.46,-4.09,3.02,-53.56
"3561",2012-09-30,"2012","9",30,0,0,0,0,27.3,13.7,20.6895096811581,2.89,3.5,-1.98,1.31,-56.51
"3562",2012-10-01,"2012","10",1,0.06,0,0.06,0,27.03,13.8,18.3992234840794,2.54,3.27,1.13,-0.8,125.3
"3563",2012-10-02,"2012","10",2,0,0,0,0,26.93,12.87,29.7067161499668,9.47,11.48,-5.91,6.56,-42.02
"3564",2012-10-03,"2012","10",3,0,0,0,0,27.17,12.9,29.1160620538812,4.16,4.97,-3.06,2.21,-54.16
"3565",2012-10-04,"2012","10",4,0,0,0,0,27.43,12.37,28.8932125580873,4.88,5.76,-3.62,2.71,-53.18
"3566",2012-10-05,"2012","10",5,0,0,0,0,27.3,12.17,28.4083132554112,3.2,3.79,-2.38,1.77,-53.36
"3567",2012-10-06,"2012","10",6,0,0,0,0,27.53,12.23,27.879562656811,2.58,3.08,-2.08,1.24,-59.2
"3568",2012-10-07,"2012","10",7,3.14,0,3.14,0,27.5,12.73,27.5407684770211,2.16,2.61,-1.59,0.74,-65.04
"3569",2012-10-08,"2012","10",8,0,0,0,0,27.4,12.97,27.0584923209944,1.23,1.59,-0.5,0.2,-68.2
"3570",2012-10-09,"2012","10",9,0.1,0,0.1,0,27.3,12.83,26.2510994744363,2.64,3.22,1.29,-1.06,129.41
"3571",2012-10-10,"2012","10",10,0.26,0,0.26,0,27.47,12.2,7.25798477588363,2.2,2.88,-0.03,0.24,-7.13
"3572",2012-10-11,"2012","10",11,4.71,0,4.71,0,27.5,12.13,7.48565166166401,1.71,2.51,-0.55,-0.75,-143.75
"3573",2012-10-12,"2012","10",12,2.6,0,2.6,0,27.17,11.4,4.90154540445168,7.16,8.71,5.4,-4.12,127.34
"3574",2012-10-13,"2012","10",13,33.05,0,33.05,0,27.37,10.97,6.99429644343108,7.55,9.07,6.19,-3.26,117.77
"3575",2012-10-14,"2012","10",14,11.43,0,11.43,0,27.73,10.37,9.43072581858862,9.77,11.76,8.07,-4.72,120.32
"3576",2012-10-15,"2012","10",15,8.1,0,8.1,0,28.33,9.7,5.25559420080085,5.3,6.6,4.14,-2.6,122.13
"3577",2012-10-16,"2012","10",16,0.4,0,0.4,0,28.4,9.6,17.5011738434394,5.2,6.78,-0.33,0.6,-28.81
"3578",2012-10-17,"2012","10",17,2.49,0,2.49,0,27.5,10,15.2363901984909,3.51,4.38,-0.32,0.44,-36.03
"3579",2012-10-18,"2012","10",18,18.31,0,18.31,0,27.63,10.13,2.48443392864183,6.96,8.35,5.97,-3.02,116.83
"3580",2012-10-19,"2012","10",19,0.7,0,0.7,0,28.27,9.9,16.470709766705,6.72,8.31,1.56,-0.27,99.82
"3581",2012-10-20,"2012","10",20,1.19,0,1.19,0,26.7,9.8,12.967120809505,4.12,5.2,-0.88,0.32,-70.02
"3582",2012-10-21,"2012","10",21,4.61,0,4.61,0,27.97,9.27,12.427677857002,7.3,8.86,5.76,-3.06,117.98
"3583",2012-10-22,"2012","10",22,6.46,0,6.46,0,28,9.2,10.7921613642058,5.11,6.46,-0.72,0.98,-36.3
"3584",2012-10-23,"2012","10",23,5.65,0,5.65,0,27.33,9.43,9.96435636547223,4.64,5.7,1.94,-2.95,146.67
"3585",2012-10-24,"2012","10",24,3.49,0,3.49,0,27.57,9.13,4.82961818988267,5.15,6.43,2.88,0.69,76.53
"3586",2012-10-25,"2012","10",25,4.64,0,4.64,0,27.93,9.53,12.0178742571881,2.82,3.49,0.54,0.5,47.2
"3587",2012-10-26,"2012","10",26,7.91,0,7.91,0,27.4,9.47,5.52848278371223,6.4,7.67,5.81,-1.25,102.14
"3588",2012-10-27,"2012","10",27,13.81,0,13.81,0,27.67,9.43,3.8755073207664,5.11,6.16,4.7,-1.29,105.35
"3589",2012-10-28,"2012","10",28,15.5,0,15.5,0,26.77,9.77,12.4545094345097,3.89,4.79,3.09,-0.69,102.59
"3590",2012-10-29,"2012","10",29,6.72,0,6.72,0,26.87,9.8,7.23598282007877,3.61,4.44,2.5,-0.96,111.01
"3591",2012-10-30,"2012","10",30,27.12,0,27.12,0,27.03,9.8,5.15869526300253,4.4,5.44,0.34,0.3,48.58
"3592",2012-10-31,"2012","10",31,12.79,0,12.79,0,27.6,9.75,3.05760088750205,2.73,3.39,0.2,1.18,9.62
"3593",2012-11-01,"2012","11",1,1.49,0,1.49,0,25.53,10.07,6.42232847775009,3.58,4.34,2.51,0.45,79.84
"3594",2012-11-02,"2012","11",2,3.15,0,3.15,0,25.37,10.03,4.10615630428309,6.16,7.46,4.95,-3.1,122.06
"3595",2012-11-03,"2012","11",3,8.99,0,8.99,0,25.63,9.87,3.65086410927836,5.88,7.24,4.57,-2.62,119.83
"3596",2012-11-04,"2012","11",4,6.54,0,6.54,0,26.47,9.9,2.60587254401885,7.12,8.57,5.86,-3.09,117.8
"3597",2012-11-05,"2012","11",5,1.77,0,1.77,0,27.3,9.47,12.7089700129542,3.48,4.32,-0.92,0.99,-42.9
"3598",2012-11-06,"2012","11",6,3.3,0,3.3,0,27.1,9.57,1.09114393744412,3.14,3.91,0.05,0.71,4.03
"3599",2012-11-07,"2012","11",7,2.32,0,2.32,0,27.33,9.3,14.4701002226064,3.79,4.65,-0.34,0.11,-72.07
"3600",2012-11-08,"2012","11",8,0,0,0,0,27.57,9.37,14.8955925547016,6.38,7.75,-1.9,2.32,-39.32
"3601",2012-11-09,"2012","11",9,0,0,0,0,25.33,8.97,14.6004947842104,5.51,6.59,-4.47,2.8,-57.94
"3602",2012-11-10,"2012","11",10,0.15,0,0.15,0,25.1,8.63,14.4670232455774,3.71,4.84,-1.1,1.46,-37
"3603",2012-11-11,"2012","11",11,14.84,0,14.84,0,27.43,8.37,1.52997067916676,7.08,8.84,6.4,-2.36,110.24
"3604",2012-11-12,"2012","11",12,2.07,0,2.07,0,25.67,8.53,3.27490641853315,4.78,5.92,4.23,-0.02,90.27
"3605",2012-11-13,"2012","11",13,1.96,0,1.96,0,26.13,8.93,3.39191564628146,5.13,6.24,4.13,-1.17,105.82
"3606",2012-11-14,"2012","11",14,0.09,0,0.09,0,28.63,9.13,12.346610390921,3.46,4.22,-1.57,1.09,-55.23
"3607",2012-11-15,"2012","11",15,0.05,0,0.05,0,27.53,8.8,7.42894875043929,1.74,2.24,-0.18,0.69,-14.62
"3608",2012-11-16,"2012","11",16,10.39,0,10.39,0,27.67,8.3,4.14010835679497,6.35,7.66,4.7,-3.23,124.5
"3609",2012-11-17,"2012","11",17,9.2,0,9.2,0,27.87,8.93,2.66593272928984,10.02,12.29,7.71,-5.19,123.95
"3610",2012-11-18,"2012","11",18,18.08,0,18.08,0,28.3,8.7,3.00933085436312,11.5,14.11,8.7,-7.13,129.34
"3611",2012-11-19,"2012","11",19,10.41,0,10.41,0,28.57,8.7,2.15546382293105,10.66,13.1,8.34,-5.78,124.72
"3612",2012-11-20,"2012","11",20,15.6,0,15.6,0,27.83,8.5,0.699706977808663,7.93,9.73,6.29,-3.65,120.13
"3613",2012-11-21,"2012","11",21,1.56,0,1.56,0,25.57,8,7.33739899647863,4.82,5.97,1.01,-1.86,151.5
"3614",2012-11-22,"2012","11",22,17.44,0,17.44,0,27.27,7.67,0.742311495779146,7.35,8.93,6.34,-2.25,109.54
"3615",2012-11-23,"2012","11",23,1.81,0,1.81,0,27.97,8.7,7.41223747633261,10.29,12.7,8.97,-3.4,110.76
"3616",2012-11-24,"2012","11",24,0.08,0,0.08,0,27.1,8.13,10.5130895579581,3.06,3.78,-0.46,0.48,-43.78
"3617",2012-11-25,"2012","11",25,0.22,0,0.22,0,25.13,7.27,8.96389250742795,3.2,3.94,-1.71,1.91,-41.84
"3618",2012-11-26,"2012","11",26,0,0,0,0,24.53,7.17,10.4826621492073,3.06,3.84,-1.05,2.33,-24.26
"3619",2012-11-27,"2012","11",27,0,0,0,0,24.6,7.53,6.36974365517731,1.9,2.54,-0.54,0.38,-54.87
"3620",2012-11-28,"2012","11",28,24.64,0,24.64,0,25.2,7.07,1.05204908310583,1.56,2.14,-0.42,0.47,-41.78
"3621",2012-11-29,"2012","11",29,14.76,0,14.76,0,25,7.8,8.1170820587237,9.55,11.79,8.13,-4.28,117.76
"3622",2012-11-30,"2012","11",30,13.78,0,13.78,0,26.43,8.53,3.88222230781669,10.07,12.28,8.71,-4.2,115.74
"3623",2012-12-01,"2012","12",1,17.31,0,17.31,0,26,8.57,3.14077905185129,10.05,12.35,7.97,-5.66,125.38
"3624",2012-12-02,"2012","12",2,8.79,0,8.79,0,27.37,8.57,6.27372620176738,6.85,8.34,4.82,-3.68,127.36
"3625",2012-12-03,"2012","12",3,15.41,0,15.41,0,28.57,8.57,3.20033711111988,6.69,8.44,3.65,-4.88,143.21
"3626",2012-12-04,"2012","12",4,7.44,0,7.44,0,26.57,8.4,6.5410318357515,9.85,12.3,6.5,-5.41,129.77
"3627",2012-12-05,"2012","12",5,3.02,0,3.02,0,27.33,7.73,3.20358505938935,5.02,6.36,0.38,-4.07,174.67
"3628",2012-12-06,"2012","12",6,0.65,0,0.65,0,25.9,7.6,5.14631821382015,4.01,4.9,0.85,-2.18,158.7
"3629",2012-12-07,"2012","12",7,1.14,0,1.14,0,27.2,7.83,7.96416069404894,5.78,7.16,0.13,0.32,22.11
"3630",2012-12-08,"2012","12",8,2.81,0,2.81,0,26.23,7.27,5.80225259174851,3.7,4.77,-2.14,2.51,-40.45
"3631",2012-12-09,"2012","12",9,3.53,0,3.53,0,26.5,7.27,2.24453464556115,4.57,5.88,3.98,-0.72,100.25
"3632",2012-12-10,"2012","12",10,2.56,0,2.56,0,27.13,7.67,2.9604742945417,4,5.02,-0.77,0.58,-53.01
"3633",2012-12-11,"2012","12",11,5.65,0,5.65,0,27.33,7.83,2.15931550696647,8.42,10.16,7.77,-2.36,106.9
"3634",2012-12-12,"2012","12",12,0.51,0,0.51,0,28.63,8.17,5.85953500025505,4.78,5.86,-2.12,3.36,-32.25
"3635",2012-12-13,"2012","12",13,7.65,0,7.65,0,28.03,7.77,0.375028346182476,5.83,7.18,4.31,-0.5,96.62
"3636",2012-12-14,"2012","12",14,2.87,0,2.87,0,28,7.67,8.02064707033867,6.14,7.56,0.8,2.09,20.95
"3637",2012-12-15,"2012","12",15,8.48,0,8.48,0,27.05,7.7,1.24273918988673,11.28,13.89,9.76,-4.56,115.04
"3638",2012-12-16,"2012","12",16,16.17,4.32,20.48,0,28.63,8,3.31568892598938,5.86,7.36,3.17,-1.31,112.45
"3639",2012-12-17,"2012","12",17,0.43,0.2,0.63,0,28.53,7.87,3.15827814919293,7.72,9.44,-2.66,4.08,-33.1
"3640",2012-12-18,"2012","12",18,8.29,1.1,9.39,0,28.13,7.23,7.07511628016479,3.35,4.54,1.03,0.02,88.89
"3641",2012-12-19,"2012","12",19,20.46,1.71,22.17,0,29.3,8.1,1.56385108761882,13.24,16.16,11.14,-5.55,116.48
"3642",2012-12-20,"2012","12",20,3.66,0,3.66,0,27.57,7.5,2.741346920543,7.04,8.78,4.08,-3.5,130.62
"3643",2012-12-21,"2012","12",21,6.77,0.29,7.06,0,26.3,7.15,1.87894900217457,8.86,10.91,6.94,-3.74,118.32
"3644",2012-12-22,"2012","12",22,12.09,0.29,12.37,0,27.97,7.37,0.38521051538455,4.56,6.02,1.46,1.76,39.68
"3645",2012-12-23,"2012","12",23,3.79,0,3.79,0,28.07,7.63,2.39914115528109,8.54,10.47,6.84,-1.94,105.83
